Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
0557ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0557ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
0557ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
0557ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0557ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0557ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0557ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0557ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
0564ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
0564ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0564ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0564ADB,International Finance,Schedule,Major Courses,Major Electives,Section A,BSc-BA
0564ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
0578ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0578ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0578ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CE
0578ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0578ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CE
0578ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CE
0585ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0585ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0585ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0585ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0585ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
0585ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
0585ADB,Mathematics for Economists,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
0585ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-ECON
0585ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ECON
0585ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-ECON
0596ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-MIS
0596ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0596ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0596ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
0632ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-MIS
0632ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0632ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
0632ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-MIS
0632ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
0647ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-CS
0647ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0647ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
0647ADB,Concepts of Programming Languages,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0647ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0647ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0647ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0647ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0647ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-BA
0647ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
0647ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
0653ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
0653ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
0653ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0653ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0653ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
0653ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
0765ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0765ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0765ADB,Strategic Brand Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
0765ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
0774ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
0774ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-ME
0774ADB,Mechanics of Machines & Engineering Vibration,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
0774ADB,Heat Transfer,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
0774ADB,Advanced Mechanical Machine Design,Do not schedule,Major Courses,Major Electives,Section A,BSc-ME
0774ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
0784ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
0784ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
0784ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0784ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
0797ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0797ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0797ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0797ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0797ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
0804ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
0804ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0804ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-BA
0804ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-BA
0804ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
0844ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
0844ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
0844ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0856ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0856ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
0856ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
0856ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-CS
0856ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-CS
0866ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0866ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0866ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0866ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
0866ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
0867ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0867ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0867ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0867ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0867ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
0884ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0884ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0884ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0884ADB,Concepts of Programming Languages,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0884ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0912ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0912ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CE
0912ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CE
0912ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
0912ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CE
0912ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CE
0941ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0941ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0941ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-CS
0941ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0941ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
0954ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0954ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0954ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0954ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0954ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
0956ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0956ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
0956ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0956ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0956ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
0964ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
0964ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
0964ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0964ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0964ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0969ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
0969ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0969ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
0969ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
0969ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
0971ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
0971ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
0971ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-BA
0971ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section G,BSc-BA
0971ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
0972ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-ME
0972ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
0972ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-ME
0972ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-ME
0972ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
0975ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
0975ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
0975ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
0975ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0975ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
0981ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
0981ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
0981ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
0981ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
1003ADB,Computer Programming for CS,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
1003ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
1003ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
1003ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-CS
1003ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-CS
1011ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
